datetime,close,adj_close
1980-01-01,14.49,4.74007
1980-01-08,14.98,4.900362
1980-01-15,15.21,4.975602
1980-01-22,15.6,5.10318
1980-01-29,15.57,5.093368
1980-02-05,15.98,5.227489
1980-02-12,15.76,5.155521
1980-02-19,15.51,5.07374
1980-02-26,15.41,5.041028
1980-03-04,14.63,4.785868
1980-03-11,14.05,4.596132
1980-03-18,13.65,4.465283
1980-03-25,13.88,4.540522
1980-04-01,13.62,4.508628
1980-04-08,13.99,4.631109
1980-04-15,13.59,4.498697
1980-04-22,14.38,4.760211
1980-04-29,14.52,4.806557
1980-05-06,14.34,4.746971
1980-05-13,14.74,4.879384
1980-05-20,15.18,5.025033
1980-05-27,15.22,5.038275
1980-06-03,15.63,5.173998
1980-06-10,15.96,5.283237
1980-06-17,15.75,5.213722
1980-06-24,15.55,5.147519
1980-07-01,16.1,5.383487
1980-07-08,16.34,5.463737
1980-07-15,16.68,5.577427
1980-07-22,16.530001,5.52727
1980-07-29,16.5,5.517235
1980-08-05,17.059999,5.704488
1980-08-12,16.879999,5.644302
1980-08-19,17.25,5.768021
1980-08-26,16.790001,5.614205
1980-09-02,16.92,5.657676
1980-09-09,17.25,5.768021
1980-09-16,17.91,5.988709
1980-09-23,16.98,5.677739
1980-09-30,17.959999,6.005429
1980-10-07,18.01,6.079432
1980-10-14,18.09,6.106441
1980-10-21,17.450001,5.8904
1980-10-28,17.65,5.95791
1980-11-04,17.76,5.995042
1980-11-11,18.9,6.37986
1980-11-18,19.02,6.420367
1980-11-25,18.889999,6.376483
1980-12-02,18,6.07606
1980-12-09,17.85,6.025427
1980-12-16,18.719999,6.319102
1980-12-23,18.629999,6.288718
1980-12-30,18.139999,6.123313
1981-01-06,17.549999,6.037581
1981-01-13,17.67,6.078866
1981-01-20,17.08,5.875895
1981-01-27,16.73,5.755486
1981-02-03,17.09,5.879335
1981-02-10,16.809999,5.783009
1981-02-17,16.889999,5.810531
1981-02-24,17.51,6.023827
1981-03-03,17.41,5.98942
1981-03-10,17.879999,6.151111
1981-03-17,18.01,6.195834
1981-03-24,17.65,6.071984
1981-03-31,17.610001,6.119115
1981-04-07,17.51,6.084366
1981-04-14,17.18,5.969696
1981-04-21,17.83,6.19556
1981-04-28,17.23,5.987069
1981-05-05,17.15,5.959274
1981-05-12,17.540001,6.09479
1981-05-19,17.41,6.049614
1981-05-26,17.58,6.108687
1981-06-02,17.57,6.105207
1981-06-09,17.77,6.174706
1981-06-16,17.549999,6.098263
1981-06-23,17.540001,6.09479
1981-06-30,16.77,5.827231
1981-07-07,17.08,5.996488
1981-07-14,16.959999,5.954354
1981-07-21,17.129999,6.01404
1981-07-28,17.24,6.052655
1981-08-04,17.450001,6.126385
1981-08-11,17.42,6.115853
1981-08-18,16.66,5.849031
1981-08-25,16.33,5.733171
1981-09-01,15.98,5.610297
1981-09-08,16.09,5.648914
1981-09-15,15.64,5.490923
1981-09-22,15.42,5.413689
1981-09-29,15.78,5.540076
1981-10-06,16.01,5.686954
1981-10-13,15.71,5.580391
1981-10-20,15.61,5.544865
1981-10-27,16.440001,5.839696
1981-11-03,16.370001,5.814832
1981-11-10,15.98,5.676299
1981-11-17,16.200001,5.754446
1981-11-24,16.84,5.981785
1981-12-01,16.700001,5.932049
1981-12-08,16.389999,5.82193
1981-12-15,16.48,5.853905
1981-12-22,16.34,5.804173
1981-12-29,15.55,5.523556
1982-01-05,14.8,5.352134
1982-01-12,14.86,5.373834
1982-01-19,14.64,5.294276
1982-01-26,14.98,5.417232
1982-02-02,14.64,5.294276
1982-02-09,14.61,5.283426
1982-02-16,14.31,5.174938
1982-02-23,14.54,5.258111
1982-03-02,13.8,4.990508
1982-03-09,14.09,5.095378
1982-03-16,14.51,5.247265
1982-03-23,14.45,5.225565
1982-03-30,14.6,5.279807
1982-04-06,14.76,5.405
1982-04-13,14.85,5.437953
1982-04-20,15.18,5.5588
1982-04-27,14.88,5.44894
1982-05-04,15.15,5.547812
1982-05-11,14.95,5.474574
1982-05-18,14.75,5.401336
1982-05-25,14.4,5.273169
1982-06-01,14.19,5.19627
1982-06-08,14.19,5.19627
1982-06-15,13.84,5.068101
1982-06-22,14.25,5.218243
1982-06-29,13.74,5.031484
1982-07-06,13.98,5.184862
1982-07-13,14.13,5.240494
1982-07-20,14.09,5.225661
1982-07-27,13.95,5.173737
1982-08-03,13.24,4.910415
1982-08-10,13.38,4.962337
1982-08-17,14.91,5.52978
1982-08-24,15.14,5.615081
1982-08-31,15.8,5.859856
1982-09-07,15.77,5.848733
1982-09-14,15.8,5.859856
1982-09-21,15.95,5.915489
1982-09-28,15.51,5.752306
1982-10-05,17.139999,6.429392
1982-10-12,17.43,6.538177
1982-10-19,16.99,6.373122
1982-10-26,17.299999,6.489407
1982-11-02,17.969999,6.740733
1982-11-09,17.540001,6.579441
1982-11-16,17.209999,6.455649
1982-11-23,17.25,6.470649
1982-11-30,18.209999,6.83076
1982-12-07,18,6.751984
1982-12-14,17.57,6.590689
1982-12-21,18.290001,6.860771
1982-12-28,17.27,6.478155
1983-01-04,18.309999,6.978932
1983-01-11,18.299999,6.975115
1983-01-18,17.48,6.662567
1983-01-25,18.16,6.92175
1983-02-01,18.41,7.01704
1983-02-08,18.67,7.116143
1983-02-15,18.57,7.078029
1983-02-22,18.610001,7.093271
1983-03-01,19.32,7.363894
1983-03-08,18.98,7.234298
1983-03-15,19.02,7.249547
1983-03-22,19.120001,7.287663
1983-03-29,19.09,7.276225
1983-04-05,19.370001,7.453112
1983-04-12,19.940001,7.672432
1983-04-19,19.82,7.626263
1983-04-26,20.25,7.791716
1983-05-03,20.77,7.991801
1983-05-10,20.43,7.860981
1983-05-17,20.469999,7.876369
1983-05-24,20.6,7.926387
1983-05-31,20.66,7.949478
1983-06-07,20.67,7.953328
1983-06-14,21.200001,8.157258
1983-06-21,21.15,8.138014
1983-06-28,21.030001,8.091846
1983-07-05,20.93,8.122492
1983-07-12,20.42,7.924571
1983-07-19,21.120001,8.196227
1983-07-26,20.209999,7.843076
1983-08-02,19.91,7.72665
1983-08-09,20.5,7.955616
1983-08-16,20.6,7.994426
1983-08-23,20.35,7.897411
1983-08-30,20.700001,8.033233
1983-09-06,20.77,8.0604
1983-09-13,21.030001,8.161306
1983-09-20,21.370001,8.293253
1983-09-27,20.67,8.021596
1983-10-04,21.52,8.423078
1983-10-11,21.25,8.317399
1983-10-18,20.700001,8.10213
1983-10-25,20.41,7.988616
1983-11-01,20.27,7.933815
1983-11-08,20.860001,8.164748
1983-11-15,20.799999,8.141266
1983-11-22,20.879999,8.17258
1983-11-29,20.809999,8.145176
1983-12-06,20.799999,8.141266
1983-12-13,20.4,7.984701
1983-12-20,20.52,8.031667
1983-12-27,19.700001,7.710715
1984-01-03,20.200001,8.034448
1984-01-10,20,7.954895
1984-01-17,19.73,7.847503
1984-01-24,19.52,7.763978
1984-01-31,19,7.557153
1984-02-07,18.639999,7.413959
1984-02-14,18.76,7.46169
1984-02-21,19.219999,7.644653
1984-02-28,19.059999,7.581017
1984-03-06,18.889999,7.513396
1984-03-13,19.07,7.584994
1984-03-20,18.959999,7.541237
1984-03-27,18.940001,7.53328
1984-04-03,18.65,7.488741
1984-04-10,19,7.629279
1984-04-17,18.82,7.557005
1984-04-24,19.209999,7.713595
1984-05-01,19.190001,7.705562
1984-05-08,19,7.629279
1984-05-15,18.68,7.500787
1984-05-22,18.32,7.356228
1984-05-29,18.66,7.49275
1984-06-05,18.52,7.436537
1984-06-12,18.370001,7.376307
1984-06-19,18.67,7.496766
1984-06-26,18.389999,7.384334
1984-07-03,18.43,7.473546
1984-07-10,18.219999,7.388391
1984-07-17,17.91,7.262687
1984-07-24,18.07,7.327565
1984-07-31,19.59,7.943944
1984-08-07,19.969999,8.09803
1984-08-14,19.93,8.081815
1984-08-21,20.120001,8.158859
1984-08-28,20.16,8.175079
1984-09-04,19.889999,8.065598
1984-09-11,20.450001,8.292676
1984-09-18,20.049999,8.130475
1984-09-25,19.799999,8.029099
1984-10-02,19.51,7.982421
1984-10-09,19.950001,8.162444
1984-10-16,20.15,8.244272
1984-10-23,19.85,8.121529
1984-10-30,20.370001,8.33428
1984-11-06,20.23,8.277
1984-11-13,19.870001,8.129711
1984-11-20,20.059999,8.207447
1984-11-27,19.75,8.080613
1984-12-04,19.77,8.088796
1984-12-11,19.870001,8.129711
1984-12-18,20.280001,8.297457
1984-12-25,19.52,7.986513
1985-01-01,19.16,7.973691
1985-01-08,19.9,8.281656
1985-01-15,20.450001,8.510542
1985-01-22,20.709999,8.618744
1985-01-29,21.110001,8.785211
1985-02-05,21.16,8.806019
1985-02-12,21.299999,8.864289
1985-02-19,21.049999,8.760241
1985-02-26,21.4,8.905903
1985-03-05,21.040001,8.756083
1985-03-12,20.83,8.668684
1985-03-19,20.969999,8.726952
1985-03-26,21.190001,8.818508
1985-04-02,20.82,8.738864
1985-04-09,21.16,8.881573
1985-04-16,21.139999,8.873181
1985-04-23,21.139999,8.873181
1985-04-30,21.110001,8.86059
1985-05-07,21.690001,9.104034
1985-05-14,22.299999,9.360069
1985-05-21,22.15,9.297107
1985-05-28,22.32,9.368466
1985-06-04,22.34,9.376861
1985-06-11,22.01,9.238349
1985-06-18,22.33,9.372662
1985-06-25,22.540001,9.460807
1985-07-02,22.49,9.515676
1985-07-09,22.59,9.557991
1985-07-16,22.790001,9.642606
1985-07-23,22.25,9.414128
1985-07-30,22.4,9.477594
1985-08-06,22.09,9.346432
1985-08-13,21.969999,9.295658
1985-08-20,22.09,9.346432
1985-08-27,22.26,9.418362
1985-09-03,22.23,9.405666
1985-09-10,21.610001,9.143344
1985-09-17,21.790001,9.219505
1985-09-24,21.379999,9.046029
1985-10-01,21.370001,9.118279
1985-10-08,21.889999,9.340151
1985-10-15,21.959999,9.370022
1985-10-22,22.07,9.416956
1985-10-29,22.5,9.600437
1985-11-05,23.26,9.924711
1985-11-12,23.440001,10.001519
1985-11-19,23.65,10.091123
1985-11-26,23.68,10.103926
1985-12-03,24.120001,10.291665
1985-12-10,25.040001,10.684219
1985-12-17,24.639999,10.513542
1985-12-24,22.93,9.783908
1985-12-31,22.940001,9.937947
1986-01-07,22.51,9.751669
1986-01-14,22.610001,9.794988
1986-01-21,22.6,9.79066
1986-01-28,23.33,10.106905
1986-02-04,23.629999,10.236872
1986-02-11,24.030001,10.410151
1986-02-18,24.57,10.644095
1986-02-25,24.68,10.691745
1986-03-04,24.82,10.7524
1986-03-11,25.709999,11.137955
1986-03-18,25.799999,11.17695
1986-03-25,26.02,11.272257
1986-04-01,24.91,10.866555
1986-04-08,25.85,11.276614
1986-04-15,26.67,11.634327
1986-04-22,26.49,11.5558
1986-04-29,25.93,11.311514
1986-05-06,25.959999,11.324602
1986-05-13,25.5,11.123932
1986-05-20,26.4,11.516542
1986-05-27,26.83,11.704128
1986-06-03,26.299999,11.47292
1986-06-10,26.969999,11.7652
1986-06-17,26.879999,11.725934
1986-06-24,27.34,11.9266
1986-07-01,26.610001,11.685249
1986-07-08,25.959999,11.399817
1986-07-15,25.76,11.311996
1986-07-22,25.74,11.303208
1986-07-29,25.77,11.316383
1986-08-05,26.32,11.557907
1986-08-12,27.07,11.88726
1986-08-19,27.120001,11.909209
1986-08-26,27.690001,12.159513
1986-09-02,27.18,11.935561
1986-09-09,25.42,11.162683
1986-09-16,25.76,11.311996
1986-09-23,25.23,11.079257
1986-09-30,25.6,11.241732
1986-10-07,25.719999,11.375588
1986-10-14,25.73,11.38001
1986-10-21,26.049999,11.52154
1986-10-28,26.84,11.870945
1986-11-04,26.940001,11.91517
1986-11-11,26.639999,11.782491
1986-11-18,27.120001,11.994785
1986-11-25,27.299999,12.074398
1986-12-02,27.549999,12.18497
1986-12-09,25.52,11.28713
1986-12-16,25.58,11.313668
1986-12-23,25.18,11.136746
1986-12-30,25.290001,11.18541
1987-01-06,26.1,11.706379
1987-01-13,27,12.110043
1987-01-20,27.040001,12.127987
1987-01-27,27.73,12.437459
1987-02-03,27.959999,12.540621
1987-02-10,28.120001,12.612387
1987-02-17,28.41,12.742447
1987-02-24,28.48,12.773854
1987-03-03,29.02,13.016054
1987-03-10,29.02,13.016054
1987-03-17,30.33,13.603621
1987-03-24,28.969999,12.993627
1987-03-31,30.26,13.653273
1987-04-07,28.629999,12.917812
1987-04-14,28.68,12.940378
1987-04-21,28.27,12.755387
1987-04-28,29.040001,13.102808
1987-05-05,29.32,13.229141
1987-05-12,28.83,13.008052
1987-05-19,28.41,12.818548
1987-05-26,29.209999,13.17952
1987-06-02,29.92,13.499872
1987-06-09,30.58,13.797657
1987-06-16,31.25,14.099959
1987-06-23,30.91,13.946547
1987-06-30,30.620001,13.896366
1987-07-07,30.889999,14.018901
1987-07-14,31.280001,14.195897
1987-07-21,31.200001,14.159588
1987-07-28,31.92,14.48635
1987-08-04,33.02,14.985565
1987-08-11,33.650002,15.271482
1987-08-18,33.830002,15.353171
1987-08-25,33.25,15.089944
1987-09-01,31.93,14.490883
1987-09-08,32.580002,14.785873
1987-09-15,31.33,14.218584
1987-09-22,32.630001,14.808578
1987-09-29,32.950001,15.03755
1987-10-06,31.07,14.179559
1987-10-13,22.58,10.304942
1987-10-20,22.870001,10.437294
1987-10-27,25.700001,11.72883
1987-11-03,24.49,11.176618
1987-11-10,24.860001,11.345475
1987-11-17,24.49,11.176618
1987-11-24,23.219999,10.597015
1987-12-01,23.08,10.533128
1987-12-08,24.450001,11.158361
1987-12-15,25.200001,11.500645
1987-12-22,24.82,11.327224
1987-12-29,25.530001,11.651242
1988-01-05,24.52,11.336467
1988-01-12,24.969999,11.631074
1988-01-19,25,11.645059
1988-01-26,25.299999,11.784793
1988-02-02,24.76,11.533257
1988-02-09,25.620001,11.933847
1988-02-16,26.43,12.311152
1988-02-23,26.66,12.418278
1988-03-01,26.639999,12.408973
1988-03-08,26.549999,12.367044
1988-03-15,26.799999,12.4835
1988-03-22,25.76,11.999065
1988-03-29,25.4,11.831372
1988-04-05,26.799999,12.571341
1988-04-12,25.709999,12.060039
1988-04-19,26.040001,12.214836
1988-04-26,25.959999,12.177315
1988-05-03,25.52,11.970915
1988-05-10,25.75,12.078812
1988-05-17,24.99,11.722307
1988-05-24,25.27,11.853649
1988-05-31,26.639999,12.496288
1988-06-07,27.09,12.707378
1988-06-14,26.85,12.594794
1988-06-21,26.879999,12.608863
1988-06-28,26.98,12.655774
1988-07-05,26.879999,12.693864
1988-07-12,26.879999,12.693864
1988-07-19,26.299999,12.419972
1988-07-26,27.07,12.783594
1988-08-02,26.9,12.703309
1988-08-09,25.809999,12.18857
1988-08-16,25.65,12.113013
1988-08-23,26.209999,12.37747
1988-08-30,26.440001,12.486083
1988-09-06,26.639999,12.580527
1988-09-13,26.889999,12.698592
1988-09-20,26.93,12.717474
1988-09-27,27.02,12.759983
1988-10-04,27.709999,13.174088
1988-10-11,27.530001,13.08851
1988-10-18,28.120001,13.36901
1988-10-25,27.799999,13.216864
1988-11-01,27.360001,13.007684
1988-11-08,26.77,12.727178
1988-11-15,26.629999,12.660618
1988-11-22,26.889999,12.784234
1988-11-29,27.540001,13.093262
1988-12-06,27.709999,13.174088
1988-12-13,27.959999,13.292942
1988-12-20,27.870001,13.250153
1988-12-27,27.18,12.922106
1989-01-03,27.530001,13.421626
1989-01-10,27.84,13.572769
1989-01-17,27.879999,13.592271
1989-01-24,28.92,14.099294
1989-01-31,29.09,14.182173
1989-02-07,28.77,14.026168
1989-02-14,29.200001,14.235797
1989-02-21,28.34,13.816527
1989-02-28,29.049999,14.162677
1989-03-07,29.120001,14.196795
1989-03-14,28.59,13.938416
1989-03-21,28.67,13.977414
1989-03-28,28.9,14.089541
1989-04-04,28.99,14.307477
1989-04-11,29.440001,14.529569
1989-04-18,30.129999,14.870112
1989-04-25,30.190001,14.899706
1989-05-02,29.940001,14.776327
1989-05-09,30.959999,15.279737
1989-05-16,31.57,15.580788
1989-05-23,31.549999,15.570919
1989-05-30,31.610001,15.600532
1989-06-06,32.049999,15.817688
1989-06-13,31.620001,15.605473
1989-06-20,32.110001,15.847297
1989-06-27,31.219999,15.408055
1989-07-04,32,15.881539
1989-07-11,32.540001,16.14954
1989-07-18,32.66,16.209099
1989-07-25,33.889999,16.819536
1989-08-01,34.25,16.99822
1989-08-08,33.669998,16.710371
1989-08-15,33.450001,16.601175
1989-08-22,34.580002,17.161991
1989-08-29,34.759998,17.251324
1989-09-05,34.189999,16.968428
1989-09-12,34.099998,16.923763
1989-09-19,33.880001,16.814571
1989-09-26,34.369999,17.057764
1989-10-03,35.259998,17.592907
1989-10-10,33.610001,16.769644
1989-10-17,33.810001,16.869442
1989-10-24,32.869999,16.400423
1989-10-31,32.669998,16.300636
1989-11-07,33.400002,16.664873
1989-11-14,33.400002,16.664873
1989-11-21,34.029999,16.979204
1989-11-28,34.630001,17.278582
1989-12-05,34.369999,17.148851
1989-12-12,33.900002,16.914345
1989-12-19,34.290001,17.108931
1989-12-26,33.639999,16.784616
1990-01-02,33.700001,17.442755
1990-01-09,32.110001,16.619793
1990-01-16,31.48,16.293711
1990-01-23,31,16.045261
1990-01-30,31.68,16.397221
1990-02-06,31.559999,16.335119
1990-02-13,31.82,16.469687
1990-02-20,31.459999,16.283352
1990-02-27,31.969999,16.547327
1990-03-06,32.459999,16.800953
1990-03-13,32.93,17.044212
1990-03-20,32.389999,16.764717
1990-03-27,32.27,16.702602
1990-04-03,32.549999,16.966648
1990-04-10,32.869999,17.133448
1990-04-17,31.58,16.461033
1990-04-24,31.57,16.455824
1990-05-01,32.549999,16.966648
1990-05-08,33.950001,17.696396
1990-05-15,34.27,17.863205
1990-05-22,33.990002,17.717249
1990-05-29,35.240002,18.368807
1990-06-05,34.700001,18.087332
1990-06-12,34.259998,17.857981
1990-06-19,33.84,17.639065
1990-06-26,34.360001,17.910116
1990-07-03,34.380001,18.016369
1990-07-10,35.290001,18.493242
1990-07-17,34,17.817226
1990-07-24,34.029999,17.832952
1990-07-31,32.060001,16.800598
1990-08-07,32.52,17.041655
1990-08-14,31.549999,16.53334
1990-08-21,30.889999,16.187479
1990-08-28,31.02,16.255604
1990-09-04,30.959999,16.224163
1990-09-11,30.59,16.030258
1990-09-18,29.360001,15.385707
1990-09-25,30.190001,15.820652
1990-10-02,30.08,15.859052
1990-10-09,29.1,15.34237
1990-10-16,30.200001,15.922326
1990-10-23,28.99,15.28439
1990-10-30,30.26,15.953968
1990-11-06,30.76,16.217579
1990-11-13,30.77,16.222851
1990-11-20,30.52,16.091043
1990-11-27,31.280001,16.491726
1990-12-04,31.75,16.739536
1990-12-11,31.49,16.602455
1990-12-18,31.889999,16.813345
1990-12-25,31.24,16.470644
1991-01-01,29.870001,16.090487
1991-01-08,29.6,15.945035
1991-01-15,31.360001,16.893124
1991-01-22,31.84,17.151684
1991-01-29,33.040001,17.798109
1991-02-05,35,18.853928
1991-02-12,35.07,18.89164
1991-02-19,34.919998,18.810833
1991-02-26,35.150002,18.934729
1991-03-05,35.509998,19.128656
1991-03-12,35.439999,19.090942
1991-03-19,35.240002,18.983221
1991-03-26,35.150002,18.934729
1991-04-02,35.860001,19.452797
1991-04-09,36.110001,19.58843
1991-04-16,36.09,19.577583
1991-04-23,35.419998,19.214132
1991-04-30,36.060001,19.561304
1991-05-07,35.799999,19.420261
1991-05-14,35.400002,19.203279
1991-05-21,35.919998,19.485361
1991-05-28,37.099998,20.125469
1991-06-04,36.07,19.566736
1991-06-11,36.220001,19.648098
1991-06-18,35.369999,19.186991
1991-06-25,35.869999,19.458235
1991-07-02,35.889999,19.568476
1991-07-09,36.32,19.802917
1991-07-16,36.380001,19.835644
1991-07-23,36.41,19.851999
1991-07-30,36.630001,19.971954
1991-08-06,36.959999,20.151871
1991-08-13,35.889999,19.568476
1991-08-20,37.549999,20.473568
1991-08-27,37.720001,20.566252
1991-09-03,37.09,20.222759
1991-09-10,36.849998,20.091885
1991-09-17,36.880001,20.108252
1991-09-24,36.91,20.124607
1991-10-01,36.139999,19.80114
1991-10-08,36.799999,20.162752
1991-10-15,37.150002,20.354528
1991-10-22,37.110001,20.332602
1991-10-29,37.220001,20.392883
1991-11-05,37.549999,20.573671
1991-11-12,36.810001,20.168232
1991-11-19,35.900002,19.669647
1991-11-26,36.5,19.998375
1991-12-03,36.220001,19.844971
1991-12-10,36.82,20.17371
1991-12-17,37.080002,20.316174
1991-12-24,39.119999,21.43388
1991-12-31,39.41,21.966331
1992-01-07,39.07,21.776827
1992-01-14,39.509998,22.022074
1992-01-21,39.150002,21.821407
1992-01-28,38.66,21.548292
1992-02-04,39.119999,21.804689
1992-02-11,39.02,21.748949
1992-02-18,39.009998,21.74338
1992-02-25,39.060001,21.771255
1992-03-03,38.41,21.408955
1992-03-10,38.52,21.470278
1992-03-17,38.860001,21.659781
1992-03-24,38.02,21.191565
1992-03-31,38.279999,21.458612
1992-04-07,38.34,21.492233
1992-04-14,38.720001,21.705257
1992-04-21,38.580002,21.626772
1992-04-28,39.400002,22.086437
1992-05-05,39.610001,22.204168
1992-05-12,39.119999,21.929485
1992-05-19,39.25,22.002361
1992-05-26,39.580002,22.187346
1992-06-02,39.23,21.991146
1992-06-09,38.959999,21.839787
1992-06-16,38.310001,21.475428
1992-06-23,38.639999,21.660408
1992-06-30,39.130001,22.061594
1992-07-07,39.23,22.117964
1992-07-14,39.139999,22.067215
1992-07-21,38.93,21.948818
1992-07-28,40.240002,22.68741
1992-08-04,39.759998,22.416771
1992-08-11,39.91,22.501352
1992-08-18,38.98,21.977013
1992-08-25,39.310001,22.163061
1992-09-01,39.619999,22.337841
1992-09-08,40.419998,22.788883
1992-09-15,40.150002,22.636663
1992-09-22,39.43,22.230717
1992-09-29,38.599998,21.884043
1992-10-06,38.59,21.878372
1992-10-13,39.310001,22.286562
1992-10-20,39.630001,22.467991
1992-10-27,40.07,22.717449
1992-11-03,39.75,22.536032
1992-11-10,39.970001,22.660753
1992-11-17,40.41,22.910206
1992-11-24,41.029999,23.261702
1992-12-01,41.43,23.488495
1992-12-08,41.220001,23.369434
1992-12-15,41.970001,23.794651
1992-12-22,41.849998,23.726604
1992-12-29,40.950001,23.216366
1993-01-05,40.549999,23.301384
1993-01-12,41.110001,23.623178
1993-01-19,41.41,23.795561
1993-01-26,41.66,23.939234
1993-02-02,42.220001,24.261019
1993-02-09,41.939999,24.100113
1993-02-16,41.080002,23.60593
1993-02-23,41.740002,23.98518
1993-03-02,42.98,24.697737
1993-03-09,42.68,24.525345
1993-03-16,42.439999,24.387444
1993-03-23,42.400002,24.364447
1993-03-30,41.630001,24.063778
1993-04-06,42.200001,24.393255
1993-04-13,42.119999,24.347002
1993-04-20,40.82,23.595554
1993-04-27,41.68,24.092672
1993-05-04,41.779999,24.150471
1993-05-11,41.59,24.040636
1993-05-18,42.32,24.462616
1993-05-25,42.560001,24.601337
1993-06-01,42.34,24.474178
1993-06-08,42.369999,24.491524
1993-06-15,42.23,24.410597
1993-06-22,42.57,24.607128
1993-06-29,42.029999,24.422297
1993-07-06,42.330002,24.596611
1993-07-13,42.060001,24.439734
1993-07-20,42.360001,24.614059
1993-07-27,42.470001,24.677961
1993-08-03,42.59,24.747713
1993-08-10,42.759998,24.846483
1993-08-17,43.049999,25.014988
1993-08-24,43.709999,25.398499
1993-08-31,43.68,25.381083
1993-09-07,43.77,25.433372
1993-09-14,43.130001,25.061481
1993-09-21,43.57,25.31715
1993-09-28,43.549999,25.435877
1993-10-05,43.52,25.418354
1993-10-12,44.240002,25.838888
1993-10-19,43.84,25.605253
1993-10-26,44.32,25.885597
1993-11-02,43.540001,25.43004
1993-11-09,43.900002,25.640295
1993-11-16,43.48,25.394997
1993-11-23,43.77,25.564373
1993-11-30,44.220001,25.827196
1993-12-07,44.169998,25.798006
1993-12-14,44.200001,25.815512
1993-12-21,44.669998,26.090012
1993-12-28,43.740002,25.546854
1994-01-04,44.68,26.373106
1994-01-11,44.509998,26.272749
1994-01-18,44.389999,26.201921
1994-01-25,45.310001,26.744957
1994-02-01,44.43,26.225525
1994-02-08,44.32,26.160604
1994-02-15,44.099998,26.030743
1994-02-22,44.080002,26.018942
1994-03-01,44.09,26.024839
1994-03-08,44.150002,26.060259
1994-03-15,44.27,26.131086
1994-03-22,43.25,25.529016
1994-03-29,41.23,24.502605
1994-04-05,42.279999,25.126623
1994-04-12,41.580002,24.710613
1994-04-19,42.560001,25.293013
1994-04-26,42.610001,25.322737
1994-05-03,41.669998,24.764111
1994-05-10,41.889999,24.894852
1994-05-17,42.740002,25.399998
1994-05-24,43.16,25.649597
1994-05-31,43.34,25.756573
1994-06-07,43.389999,25.786293
1994-06-14,43.049999,25.584227
1994-06-21,41.650002,24.75222
1994-06-28,41.990002,25.083635
1994-07-05,42.189999,25.203119
1994-07-12,42.77,25.549576
1994-07-19,42.790001,25.561522
1994-07-26,43.439999,25.949829
1994-08-02,43.189999,25.800472
1994-08-09,43.549999,26.015537
1994-08-16,43.669998,26.08721
1994-08-23,44.849998,26.792114
1994-08-30,44.529999,26.600969
1994-09-06,44.110001,26.350079
1994-09-13,44.57,26.624846
1994-09-20,43.439999,25.949829
1994-09-27,43.549999,26.146679
1994-10-04,43.310001,26.0026
1994-10-11,44.25,26.566954
1994-10-18,43.490002,26.110666
1994-10-25,44.599998,26.777088
1994-11-01,43.779999,26.284777
1994-11-08,44.09,26.470894
1994-11-15,43.369999,26.038631
1994-11-22,43.009998,25.822483
1994-11-29,42.959999,25.792467
1994-12-06,42.610001,25.582315
1994-12-13,43.43,26.074635
